Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,12439,Wed Sep 13 11:48:28 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_action_events_by_timesort,200,OK,206,316,67,,false,
Processed,12440,Wed Sep 13 11:48:28 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,458,319,40008,,false,
Processed,12441,Wed Sep 13 11:48:28 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/config/Safe.js?V=2.7.9,200,OK,294,1105,888,Medium,false,
Processed,12442,Wed Sep 13 11:48:28 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/extensions/Safe.js?V=2.7.9,200,OK,333,1111,6283,Medium,false,
Processed,12443,Wed Sep 13 11:48:29 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/MathJax.js?delayStartupUntil=configured,200,OK,358,1110,63499,Medium,false,
Processed,12444,Wed Sep 13 11:48:29 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/vi.js?V=2.7.9,200,OK,334,1110,2067,Medium,false,
Processed,12445,Wed Sep 13 11:48:28 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_course_get_recent_courses,200,OK,530,319,82414,,false,
Processed,12446,Wed Sep 13 11:48:28 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,157,319,40003,,false,
Processed,12447,Wed Sep 13 11:48:29 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/config/Accessible.js?V=2.7.9,200,OK,608,1114,246469,Medium,false,
Processed,12448,Wed Sep 13 11:48:29 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/MathMenu.js?V=2.7.9,200,OK,523,1106,7273,,false,
Processed,12449,Wed Sep 13 11:48:30 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/config/Safe.js?V=2.7.9,200,OK,284,1105,888,Medium,false,
Processed,12450,Wed Sep 13 11:48:28 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,215,319,40003,,false,
Processed,12451,Wed Sep 13 11:48:28 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,299,319,40003,,false,
Processed,12452,Wed Sep 13 11:48:28 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,405,319,40003,,false,
Processed,12453,Wed Sep 13 11:48:28 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,522,319,40003,,false,
Processed,12454,Wed Sep 13 11:48:29 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,160,319,40002,,false,
Processed,12455,Wed Sep 13 11:48:29 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,156,319,40003,,false,
Processed,12456,Wed Sep 13 11:48:29 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/,200,OK,734,474,137375,Medium,false,
Processed,12457,Wed Sep 13 11:48:29 ICT 2023,GET,https://courses.uet.vnu.edu.vn/,303,See Other,203,409,1568,Low,false,
Processed,12458,Wed Sep 13 11:48:29 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,494,319,40007,,false,
Processed,12459,Wed Sep 13 11:48:29 ICT 2023,GET,https://courses.uet.vnu.edu.vn/,303,See Other,284,409,1568,Low,false,
Processed,12460,Wed Sep 13 11:48:29 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,560,319,40003,,false,
Processed,12461,Wed Sep 13 11:48:29 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,629,319,40007,,false,
Processed,12462,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,207,319,40008,,false,
Processed,12463,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,275,319,40008,,false,
Processed,12464,Wed Sep 13 11:48:30 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/extensions/Safe.js?V=2.7.9,200,OK,467,1113,6283,Medium,false,
Processed,12465,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,174,319,40003,,false,
Processed,12466,Wed Sep 13 11:48:30 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/vi.js?V=2.7.9,200,OK,318,1106,2067,Medium,false,
Processed,12468,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,275,319,40003,,false,
Processed,12469,Wed Sep 13 11:48:31 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/MathMenu.js?V=2.7.9,200,OK,369,1112,7273,Medium,false,
Processed,12470,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,1069,319,40008,,false,
Processed,12471,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,813,319,39815,,false,
Processed,12472,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,1177,319,40008,,false,
Processed,12473,Wed Sep 13 11:48:30 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/,200,OK,876,474,137377,Medium,false,
Processed,12474,Wed Sep 13 11:48:31 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,643,319,40999,,false,
Processed,12475,Wed Sep 13 11:48:30 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/,200,OK,1376,474,137594,Medium,false,
Processed,12477,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,1598,319,40003,,false,
Processed,12478,Wed Sep 13 11:48:30 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/styles.php/lambda/1694577602_1/all,200,OK,1478,472,879443,Low,false,
Processed,12479,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,1703,319,40003,,false,
Processed,12481,Wed Sep 13 11:48:31 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,1268,319,40003,,false,
Processed,12482,Wed Sep 13 11:48:30 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,1829,319,40003,,false,
Processed,12483,Wed Sep 13 11:48:32 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,293,319,40008,,false,
Processed,12484,Wed Sep 13 11:48:32 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/event/event-min.js&m/1694577602/filter_mathjaxloader/loader/loader-min.js,200,OK,89,465,2627,Low,false,
Processed,12485,Wed Sep 13 11:48:32 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?3.17.2/cssbutton/cssbutton-min.css,200,OK,57,465,5413,Low,false,
Processed,12487,Wed Sep 13 11:48:32 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/MathJax.js?delayStartupUntil=configured,200,OK,413,1112,63499,,false,
Processed,12488,Wed Sep 13 11:48:32 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,312,319,40003,,false,
Processed,12489,Wed Sep 13 11:48:32 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,528,319,40003,,false,
Processed,12490,Wed Sep 13 11:48:32 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,608,319,40003,,false,
Processed,12491,Wed Sep 13 11:48:33 ICT 2023,GET,https://courses.uet.vnu.edu.vn/,303,See Other,151,409,1568,Low,false,
Processed,12493,Wed Sep 13 11:48:33 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,250,319,39815,,false,
Processed,12494,Wed Sep 13 11:48:33 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,318,319,40097,,false,
Processed,12495,Wed Sep 13 11:48:32 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/styles.php/lambda/1694577602_1/all,200,OK,1729,472,879443,Low,false,
Processed,12496,Wed Sep 13 11:48:32 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/styles.php/lambda/1694577602_1/all,200,OK,2014,472,879443,Low,false,
Processed,12498,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/event/event-min.js&m/1694577602/filter_mathjaxloader/loader/loader-min.js,200,OK,117,465,2627,Low,false,
Processed,12499,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/event/event-min.js&m/1694577602/filter_mathjaxloader/loader/loader-min.js,200,OK,101,465,2627,Low,false,
Processed,12500,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/,303,See Other,348,409,1568,Low,false,
Processed,12501,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?3.17.2/cssbutton/cssbutton-min.css,200,OK,134,465,5413,Low,false,
Processed,12502,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?3.17.2/cssbutton/cssbutton-min.css,200,OK,147,465,5413,,false,
Processed,12503,Wed Sep 13 11:48:34 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/extensions/Safe.js?V=2.7.9,200,OK,447,1107,6283,,false,
Processed,12504,Wed Sep 13 11:48:34 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/vi.js?V=2.7.9,200,OK,411,1112,2067,Medium,false,
Processed,12505,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,253,466,18095,Low,false,
Processed,12506,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,247,466,18095,Low,false,
Processed,12507,Wed Sep 13 11:48:33 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/,200,OK,1131,474,137804,Medium,false,
Processed,12508,Wed Sep 13 11:48:35 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?rollup/3.17.2/yui-moodlesimple-min.css,200,OK,176,465,3627,Low,false,
Processed,12509,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/my/,200,OK,898,474,137804,Medium,false,
Processed,12510,Wed Sep 13 11:48:35 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/MathMenu.js?V=2.7.9,200,OK,466,1114,7273,Medium,false,
Processed,12512,Wed Sep 13 11:48:32 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core_form/events.js,200,OK,4055,490,2352890,Low,false,
Processed,12513,Wed Sep 13 11:48:36 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,298,489,89499,Low,false,
Processed,12514,Wed Sep 13 11:48:35 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/styles.php/lambda/1694577602_1/all,200,OK,1875,472,879443,,false,
Processed,12515,Wed Sep 13 11:48:37 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=block_recentlyaccesseditems_get_recent_items,200,OK,149,318,5633,,false,
Processed,12516,Wed Sep 13 11:48:37 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?3.17.2/event-mousewheel/event-mousewheel-min.js&3.17.2/event-resize/event-resize-min.js&3.17.2/event-hover/event-hover-min.js&3.17.2/event-touch/event-touch-min.js&3.17.2/event-move/event-move-min.js&3.17.2/event-flick/event-flick-min.js&3.17.2/event-valuechange/event-valuechange-min.js&3.17.2/event-tap/event-tap-min.js,200,OK,139,466,15270,Low,false,
Processed,12517,Wed Sep 13 11:48:37 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_action_events_by_timesort,200,OK,249,316,67,,false,
Processed,12518,Wed Sep 13 11:48:35 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/styles.php/lambda/1694577602_1/all,200,OK,2362,472,879443,Low,false,
Processed,12519,Wed Sep 13 11:48:37 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_course_get_recent_courses,200,OK,337,319,82414,,false,
Processed,12520,Wed Sep 13 11:48:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/event/event-min.js&m/1694577602/filter_mathjaxloader/loader/loader-min.js,200,OK,98,465,2627,Low,false,
Processed,12521,Wed Sep 13 11:48:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/event/event-min.js&m/1694577602/filter_mathjaxloader/loader/loader-min.js,200,OK,121,465,2627,Low,false,
Processed,12524,Wed Sep 13 11:48:38 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/MathJax.js?delayStartupUntil=configured,200,OK,654,1118,63499,Medium,false,
Processed,12525,Wed Sep 13 11:48:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,228,466,18095,Low,false,
Processed,12526,Wed Sep 13 11:48:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?m/1694577602/core/widget/widget-focusafterclose-min.js&3.17.2/plugin/plugin-min.js&m/1694577602/core/lockscroll/lockscroll-min.js&m/1694577602/core/notification/notification-dialogue-min.js&m/1694577602/core/tooltip/tooltip-min.js&m/1694577602/core/popuphelp/popuphelp-min.js,200,OK,256,466,18095,Low,false,
Processed,12527,Wed Sep 13 11:48:38 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/config/Accessible.js?V=2.7.9,200,OK,717,1106,246469,Medium,false,
Processed,12528,Wed Sep 13 11:48:39 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/config/Safe.js?V=2.7.9,200,OK,511,1111,888,Medium,false,
Processed,12529,Wed Sep 13 11:48:32 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core/first.js,200,OK,7849,490,2352890,Low,false,
Processed,12530,Wed Sep 13 11:48:40 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/extensions/Safe.js?V=2.7.9,200,OK,572,1115,6283,Medium,false,
Processed,12531,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core/first.js,200,OK,6756,490,2352890,Low,false,
Processed,12532,Wed Sep 13 11:48:40 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/vi.js?V=2.7.9,200,OK,431,1107,2067,,false,
Processed,12534,Wed Sep 13 11:48:41 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,303,489,89499,Low,false,
Processed,12535,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core/first.js,200,OK,7263,490,2352890,Low,false,
Processed,12536,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core_form/events.js,200,OK,7451,490,2352890,Low,false,
Processed,12538,Wed Sep 13 11:48:34 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core_form/events.js,200,OK,7494,490,2352890,Low,false,
Processed,12539,Wed Sep 13 11:48:41 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=block_recentlyaccesseditems_get_recent_items,200,OK,169,318,5633,,false,
Processed,12540,Wed Sep 13 11:48:41 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_action_events_by_timesort,200,OK,283,316,67,,false,
Processed,12541,Wed Sep 13 11:48:42 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,166,489,89499,Low,false,
Processed,12542,Wed Sep 13 11:48:41 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_course_get_recent_courses,200,OK,350,319,82414,,false,
Processed,12543,Wed Sep 13 11:48:42 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=block_recentlyaccesseditems_get_recent_items,200,OK,110,318,5633,,false,
Processed,12544,Wed Sep 13 11:48:42 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?3.17.2/event-mousewheel/event-mousewheel-min.js&3.17.2/event-resize/event-resize-min.js&3.17.2/event-hover/event-hover-min.js&3.17.2/event-touch/event-touch-min.js&3.17.2/event-move/event-move-min.js&3.17.2/event-flick/event-flick-min.js&3.17.2/event-valuechange/event-valuechange-min.js&3.17.2/event-tap/event-tap-min.js,200,OK,110,466,15270,Low,false,
Processed,12545,Wed Sep 13 11:48:42 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_action_events_by_timesort,200,OK,125,316,67,,false,
Processed,12546,Wed Sep 13 11:48:42 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_course_get_recent_courses,200,OK,275,319,82414,,false,
Processed,12547,Wed Sep 13 11:48:42 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/MathJax.js?delayStartupUntil=configured,200,OK,389,1108,63499,Medium,false,
Processed,12548,Wed Sep 13 11:48:42 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/MathJax.js?delayStartupUntil=configured,200,OK,429,1114,63499,Medium,false,
Processed,12549,Wed Sep 13 11:48:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core_form/events.js,200,OK,5278,490,2352890,Low,false,
Processed,12550,Wed Sep 13 11:48:43 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/config/Accessible.js?V=2.7.9,200,OK,627,1114,246469,Medium,false,
Processed,12551,Wed Sep 13 11:48:43 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/config/Accessible.js?V=2.7.9,200,OK,670,1112,246469,Medium,false,
Processed,12553,Wed Sep 13 11:48:43 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,242,319,40008,,false,
Processed,12554,Wed Sep 13 11:48:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core_form/events.js,200,OK,5418,490,2352890,Low,false,
Processed,12555,Wed Sep 13 11:48:43 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,305,319,40008,,false,
Processed,12556,Wed Sep 13 11:48:43 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,406,319,40008,,false,
Processed,12557,Wed Sep 13 11:48:44 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/config/Safe.js?V=2.7.9,200,OK,483,1104,888,Medium,false,
Processed,12559,Wed Sep 13 11:48:43 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,529,319,40008,,false,
Processed,12561,Wed Sep 13 11:48:44 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,437,489,89499,Low,false,
Processed,12562,Wed Sep 13 11:48:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core/first.js,200,OK,6422,490,2352890,Low,false,
Processed,12563,Wed Sep 13 11:48:44 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/javascript.php/1694577602/lib/jquery/jquery-3.6.0.min.js,200,OK,174,489,89499,Low,false,
Processed,12564,Wed Sep 13 11:48:44 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/extensions/Safe.js?V=2.7.9,200,OK,362,1107,6283,,false,
Processed,12565,Wed Sep 13 11:48:44 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/vi.js?V=2.7.9,200,OK,345,1108,2067,Medium,false,
Processed,12566,Wed Sep 13 11:48:44 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,239,319,40007,,false,
Processed,12567,Wed Sep 13 11:48:44 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?rollup/3.17.2/yui-moodlesimple-min.css,200,OK,58,465,3627,Low,false,
Processed,12568,Wed Sep 13 11:48:44 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?3.17.2/event-mousewheel/event-mousewheel-min.js&3.17.2/event-resize/event-resize-min.js&3.17.2/event-hover/event-hover-min.js&3.17.2/event-touch/event-touch-min.js&3.17.2/event-move/event-move-min.js&3.17.2/event-flick/event-flick-min.js&3.17.2/event-valuechange/event-valuechange-min.js&3.17.2/event-tap/event-tap-min.js,200,OK,86,466,15270,Low,false,
Processed,12569,Wed Sep 13 11:48:44 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=block_recentlyaccesseditems_get_recent_items,200,OK,169,318,5633,,false,
Processed,12570,Wed Sep 13 11:48:45 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=block_recentlyaccesseditems_get_recent_items,200,OK,309,318,5633,,false,
Processed,12571,Wed Sep 13 11:48:45 ICT 2023,GET,https://courses.uet.vnu.edu.vn/theme/yui_combo.php?3.17.2/event-mousewheel/event-mousewheel-min.js&3.17.2/event-resize/event-resize-min.js&3.17.2/event-hover/event-hover-min.js&3.17.2/event-touch/event-touch-min.js&3.17.2/event-move/event-move-min.js&3.17.2/event-flick/event-flick-min.js&3.17.2/event-valuechange/event-valuechange-min.js&3.17.2/event-tap/event-tap-min.js,200,OK,335,466,15270,Low,false,
Processed,12572,Wed Sep 13 11:48:44 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_calendar_monthly_view,200,OK,517,319,40007,,false,
Processed,12573,Wed Sep 13 11:48:38 ICT 2023,GET,https://courses.uet.vnu.edu.vn/lib/requirejs.php/1694577602/core/first.js,200,OK,7226,490,2352890,Low,false,
Processed,12574,Wed Sep 13 11:48:45 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_course_get_recent_courses,200,OK,479,319,82414,,false,
Processed,12575,Wed Sep 13 11:48:45 ICT 2023,GET,https://cdn.jsdelivr.net/npm/mathjax@2.7.9/localization/vi/vi.js?V=2.7.9,200,OK,585,1109,2067,Medium,false,
Processed,12576,Wed Sep 13 11:48:45 ICT 2023,POST,https://courses.uet.vnu.edu.vn/lib/ajax/service.php?sesskey=dtVBe2h3Lt&info=core_calendar_get_action_events_by_timesort,200,OK,603,316,67,,false,
